,mz,rt,lcms mode
LN943,566.2398922,13.21578333,-1
LN946,423.2222266,13.21578333,-1
LN929,299.055667,13.21578333,-1
LN937,427.1931519,13.21578333,-1
LN939,341.1965418,13.21578333,-1
LN935,589.2438738,13.21578333,-1
LN933,648.2720283,13.21578333,-1
LN931,640.2584753,13.21578333,-1
LN930,329.1600856,13.21578333,-1
LN927,617.2664138,13.21578333,-1
LN928,617.7597509,13.21578333,-1
LN926,617.260514,13.21578333,-1
LN949,343.2141956,13.26105,-1
LN952,582.7550585,13.26105,-1
LN955,255.0874982,13.26105,-1
LN954,395.2120163,13.26105,-1
LN951,241.0541783,13.26105,-1
LN950,582.25636,13.26105,-1
LN948,432.1310419,13.26105,-1
LN961,569.2256972,13.3068,-1
LN962,415.1953831,13.3068,-1
LN959,580.2365492,13.3068,-1
LN957,551.2391041,13.3068,-1
LN956,229.1083818,13.3068,-1
LN972,607.2392543,13.35268333,-1
LN969,197.0822907,13.35268333,-1
LN968,225.1134334,13.35268333,-1
LN965,507.2121272,13.35268333,-1
LN963,383.0698257,13.35268333,-1
LN973,497.2497472,13.35268333,-1
LN967,507.2157816,13.35268333,-1
LN964,573.2527836,13.35268333,-1
LN978,486.0912001,13.39835,-1
LN975,138.0206009,13.39835,-1
LN980,797.1449538,13.39835,-1
LN976,481.2250682,13.39835,-1
LN974,228.9944835,13.39835,-1
LN992,541.1907491,13.44411667,-1
LN988,475.2251671,13.44411667,-1
LN991,617.7747849,13.44411667,-1
LN987,455.3213766,13.44411667,-1
LN989,531.1490407,13.44411667,-1
LN984,346.1702058,13.44411667,-1
LN990,661.3501396,13.44411667,-1
LN983,182.0100116,13.44411667,-1
LN986,471.0853915,13.44411667,-1
LN982,499.2225159,13.44411667,-1
LN981,499.2166118,13.44411667,-1
LN1002,357.1376763,13.48988333,-1
LN1001,526.2184897,13.48988333,-1
LN997,398.0720779,13.48988333,-1
LN998,561.1916607,13.48988333,-1
LN996,343.213996,13.48988333,-1
LN994,492.2254142,13.48988333,-1
LN1008,411.1777472,13.53576667,-1
LN1006,375.2016743,13.53576667,-1
LN1016,431.1597826,13.53576667,-1
LN1011,438.2003309,13.53576667,-1
LN1003,421.2069801,13.53576667,-1
LN1012,646.2928036,13.53576667,-1
LN1005,463.2200808,13.53576667,-1
LN1014,564.74939,13.53576667,-1
LN1004,463.2153922,13.53576667,-1
LN1007,214.1453882,13.53576667,-1
LN1019,145.0876366,13.58143333,-1
LN1024,486.0921126,13.58143333,-1
LN1023,713.7857366,13.58143333,-1
LN1017,501.1741046,13.58143333,-1
LN1020,713.2828797,13.58143333,-1
LN1018,564.2470048,13.58143333,-1
LN1026,536.2577,13.6272,-1
LN1028,269.0451708,13.6272,-1
LN1031,295.1227265,13.67296667,-1
LN1032,536.2515542,13.67296667,-1
LN1030,185.0825707,13.67296667,-1
LN1047,581.7478509,13.71885,-1
LN1038,253.0505428,13.71885,-1
LN1044,245.1034324,13.71885,-1
LN1041,565.752522,13.71885,-1
LN1040,283.1054338,13.71885,-1
LN1046,581.2450887,13.71885,-1
LN1043,439.2158142,13.71885,-1
LN1039,565.2546395,13.71885,-1
LN1055,414.1459015,13.76453333,-1
LN1053,187.0987544,13.76453333,-1
LN1052,325.2029514,13.76453333,-1
LN1056,627.2468136,13.76453333,-1
LN1057,511.2342232,13.76453333,-1
LN1054,465.2277144,13.76453333,-1
LN1050,632.2634495,13.76453333,-1
LN1048,609.2627828,13.76453333,-1
LN1058,411.0751,13.8103,-1
LN1061,572.7431947,13.8103,-1
LN1059,572.2406674,13.8103,-1
LN1067,486.0900056,13.85606667,-1
LN1070,347.1731605,13.85606667,-1
LN1069,437.2321196,13.85606667,-1
LN1064,523.2409186,13.85606667,-1
LN1065,435.2221729,13.85606667,-1
LN1066,543.2435718,13.85606667,-1
LN1063,523.2349193,13.85606667,-1
LN1071,477.2359235,13.85606667,-1
LN1079,535.2417662,13.90193333,-1
LN1073,229.1454995,13.90193333,-1
LN1077,223.0799626,13.90193333,-1
LN1072,419.0891487,13.90193333,-1
LN1076,389.1832418,13.90193333,-1
LN1080,500.2213184,13.9476,-1
LN1089,139.1136499,13.99338333,-1
LN1083,137.0252558,13.99338333,-1
LN1086,543.1901202,13.99338333,-1
LN1087,241.1085668,13.99338333,-1
LN1085,543.180951,13.99338333,-1
LN1082,201.1138868,13.99338333,-1
LN1099,527.1715833,14.03915,-1
LN1097,502.2090473,14.03915,-1
LN1100,237.0416008,14.03915,-1
LN1098,479.2476052,14.03915,-1
LN1095,484.2279345,14.03915,-1
LN1091,491.2237742,14.03915,-1
LN1090,491.2197016,14.03915,-1
LN1101,445.1834515,14.08501667,-1
LN1107,479.204585,14.22223333,-1
LN1112,491.2207778,14.26811667,-1
LN1111,138.0205205,14.26811667,-1
LN1109,228.1608784,14.26811667,-1
LN1118,542.7508072,14.31378333,-1
LN1115,703.3574901,14.31378333,-1
LN1116,483.2177421,14.31378333,-1
LN1128,325.2044392,14.35955,-1
LN1126,221.0826867,14.35955,-1
LN1129,433.1477371,14.35955,-1
LN1124,349.1855775,14.35955,-1
LN1130,525.2516556,14.35955,-1
LN1127,479.2465439,14.35955,-1
LN1133,251.096257,14.40531667,-1
LN1135,295.1228242,14.40531667,-1
LN1132,403.1986281,14.40531667,-1
LN1143,395.2078907,14.49688333,-1
LN1145,451.2592632,14.49688333,-1
LN1142,542.2641831,14.49688333,-1
LN1144,411.1703088,14.49688333,-1
LN1141,327.2174493,14.49688333,-1
LN1155,522.1838741,14.54265,-1
LN1148,177.0199474,14.54265,-1
LN1149,271.0640874,14.54265,-1
LN1153,681.1368944,14.54265,-1
LN1146,271.0612796,14.54265,-1
LN1156,325.2028861,14.58841667,-1
LN1159,493.2604784,14.58841667,-1
LN1162,225.1138817,14.6343,-1
LN1166,379.1984021,14.67995,-1
LN1171,254.1476647,14.72573333,-1
LN1169,493.2620487,14.72573333,-1
LN1173,539.2647264,14.72573333,-1
LN1168,215.129551,14.72573333,-1
LN1177,451.2526519,14.77151667,-1
LN1176,211.0982478,14.77151667,-1
LN1178,330.2397477,14.81736667,-1
LN1181,487.3021631,14.86305,-1
LN1180,517.3119304,14.86305,-1
LN1184,299.0216459,14.90881667,-1
LN1185,314.044487,14.90881667,-1
LN1183,267.0303767,14.90881667,-1
LN1182,269.0454764,14.90881667,-1
LN1186,242.1766693,14.95458333,-1
LN1190,284.0326711,15.00046667,-1
LN1192,399.2043153,15.00046667,-1
LN1189,299.0561479,15.00046667,-1
LN1195,150.002254,15.04613333,-1
LN1198,178.1243769,15.04613333,-1
LN1197,327.2191719,15.04613333,-1
LN1203,269.0458709,15.09191667,-1
LN1204,461.2000468,15.09191667,-1
LN1205,287.2230012,15.13768333,-1
LN1200,225.150208,15.13768333,-1
LN1213,507.2765445,15.18355,-1
LN1211,357.0628451,15.18355,-1
LN1214,285.128498,15.22921667,-1
LN1216,213.1502138,15.27501667,-1
LN1219,633.3550417,15.27501667,-1
LN1218,323.187466,15.27501667,-1
LN1222,431.2261371,15.32076667,-1
LN1230,248.0809291,15.36663333,-1
LN1229,248.0794222,15.36663333,-1
LN1231,229.145044,15.4123,-1
LN1235,152.0362097,15.45808333,-1
LN1239,233.0822548,15.54971667,-1
LN1241,179.0721314,15.5954,-1
LN1246,329.2346166,15.68695,-1
LN1248,343.260666,15.73281667,-1
LN1250,293.213638,15.73281667,-1
LN1249,167.8734882,15.73281667,-1
LN1252,311.0561724,15.77848333,-1
LN1253,311.057073,15.77848333,-1
LN1255,251.1290137,15.77848333,-1
LN1265,275.2037648,15.77848333,-1
LN1261,529.3067202,15.77848333,-1
LN1256,293.211627,15.77848333,-1
LN1259,529.2976044,15.77848333,-1
LN1258,575.2986241,15.77848333,-1
LN1266,253.1441953,15.82426667,-1
LN1268,453.1288416,15.82426667,-1
LN1267,463.1624593,15.82426667,-1
LN1269,447.1368239,15.87003333,-1
LN1277,462.2361225,15.91591667,-1
LN1273,297.0772573,15.91591667,-1
LN1274,447.1324331,15.91591667,-1
LN1278,289.1828089,15.96158333,-1
LN1280,325.1844967,15.96158333,-1
LN1281,228.9951053,15.96158333,-1
LN1279,315.1828081,15.96158333,-1
LN1282,307.1926904,16.00736667,-1
LN1284,461.227491,16.00736667,-1
LN1283,461.2310865,16.00736667,-1
LN1291,387.2873285,16.05311667,-1
LN1290,251.0947061,16.05311667,-1
LN1296,327.1657101,16.099,-1
LN1295,243.1606008,16.099,-1
LN1294,207.1034424,16.099,-1
LN1300,87.0096906,16.14466667,-1
LN1301,239.1295337,16.14466667,-1
LN1299,179.1086122,16.14466667,-1
LN1302,311.170127,16.19043333,-1
LN1306,193.0877458,16.2821,-1
LN1313,253.1455523,16.32775,-1
LN1311,271.0636585,16.32775,-1
LN1309,271.0609538,16.32775,-1
LN1319,297.1183854,16.37351667,-1
LN1320,228.9934641,16.37351667,-1
LN1317,209.1552935,16.37351667,-1
LN1318,267.0430953,16.37351667,-1
LN1322,322.1702992,16.46516667,-1
LN1330,215.165632,16.51083333,-1
LN1327,329.2347234,16.51083333,-1
LN1326,249.1141458,16.51083333,-1
LN1324,429.085509,16.51083333,-1
LN1329,463.2426933,16.51083333,-1
LN1328,463.247849,16.51083333,-1
LN1334,339.2019322,16.55661667,-1
LN1332,187.1348252,16.55661667,-1
LN1333,169.8689511,16.55661667,-1
LN1335,593.2646286,16.55661667,-1
LN1337,633.3926709,16.60238333,-1
LN1338,311.1712857,16.60238333,-1
LN1343,368.2053856,16.64825,-1
LN1342,412.2295481,16.64825,-1
LN1341,300.2185901,16.64825,-1
LN1340,177.0928081,16.64825,-1
LN1339,199.1710467,16.64825,-1
LN1345,311.1680217,16.69391667,-1
LN1344,285.1185348,16.69391667,-1
LN1352,236.1055994,16.78548333,-1
LN1351,311.2248695,16.78548333,-1
LN1353,403.278919,16.78548333,-1
LN1350,341.1812605,16.78548333,-1
LN1358,364.2161514,16.83133333,-1
LN1356,341.1800166,16.83133333,-1
LN1360,258.2083296,16.83133333,-1
LN1355,261.1513349,16.83133333,-1
LN1363,358.2619378,16.87701667,-1
LN1362,474.2598152,16.87701667,-1
LN1368,339.2028481,16.92278333,-1
LN1367,721.3512705,16.92278333,-1
LN1365,325.1835116,16.92278333,-1
LN1364,207.1396526,16.92278333,-1
LN1369,721.3598371,16.92278333,-1
LN1366,675.3514154,16.92278333,-1
LN1371,397.1914045,16.96855,-1
LN1372,293.1759408,17.01443333,-1
LN1373,577.26556,17.01443333,-1
LN1381,209.155263,17.0601,-1
LN1384,339.2000477,17.10586667,-1
LN1383,325.1858108,17.10586667,-1
LN1385,355.1965014,17.10586667,-1
LN1387,355.0817926,17.10586667,-1
LN1390,366.1974892,17.15163333,-1
LN1391,343.2149525,17.15163333,-1
LN1389,359.2581383,17.15163333,-1
LN1394,311.1866148,17.15163333,-1
LN1392,481.2160478,17.15163333,-1
LN1395,169.8694829,17.19751667,-1
LN1397,297.1558644,17.2432,-1
LN1400,453.2229452,17.28898333,-1
LN1402,285.2067838,17.33475,-1
LN1404,271.1928714,17.38061667,-1
LN1409,195.1396865,17.42626667,-1
LN1411,239.1290671,17.42626667,-1
LN1412,355.1959244,17.47205,-1
LN1418,339.1992526,17.51781667,-1
LN1420,413.098376,17.51781667,-1
LN1417,402.2041638,17.51781667,-1
LN1415,394.190296,17.51781667,-1
LN1416,325.1850495,17.51781667,-1
LN1414,394.1926528,17.51781667,-1
LN1423,350.1277845,17.5637,-1
LN1431,333.1693167,17.60936667,-1
LN1429,223.2071552,17.60936667,-1
LN1430,333.1359441,17.60936667,-1
LN1428,294.179337,17.60936667,-1
LN1427,267.195686,17.60936667,-1
LN1426,215.1659452,17.60936667,-1
LN1425,311.1861428,17.60936667,-1
LN1424,265.147934,17.60936667,-1
LN1437,430.1739108,17.65513333,-1
LN1435,476.2734999,17.65513333,-1
LN1434,301.2227501,17.65513333,-1
LN1432,300.218036,17.65513333,-1
LN1433,297.1529077,17.65513333,-1
LN1444,213.1500932,17.74678333,-1
LN1441,249.1508842,17.74678333,-1
LN1440,205.1605048,17.74678333,-1
LN1439,199.1711386,17.74678333,-1
LN1445,277.1445943,17.74678333,-1
LN1447,233.155126,17.79246667,-1
LN1446,279.162803,17.79246667,-1
LN1452,300.2188047,17.83823333,-1
LN1453,339.2018173,17.83823333,-1
LN1454,286.2195079,17.83823333,-1
LN1451,325.1841465,17.83823333,-1
LN1455,405.0522146,17.83823333,-1
LN1450,194.082886,17.83823333,-1
LN1458,323.168747,17.884,-1
LN1456,266.1034688,17.884,-1
LN1462,300.2195632,17.97553333,-1
LN1459,311.1700196,17.97553333,-1
LN1465,386.1504654,18.02131667,-1
LN1464,285.2085403,18.02131667,-1
LN1466,453.2220953,18.02131667,-1
LN1463,256.1921147,18.02131667,-1
LN1470,316.2555145,18.06708333,-1
LN1472,481.2173546,18.06708333,-1
LN1467,315.2545495,18.06708333,-1
LN1478,549.2759679,18.11296667,-1
LN1479,283.1537566,18.11296667,-1
LN1480,513.3013674,18.11296667,-1
LN1477,559.3037825,18.11296667,-1
LN1476,559.3077121,18.11296667,-1
LN1475,215.1659201,18.11296667,-1
LN1484,249.1865132,18.15863333,-1
LN1485,297.1543466,18.15863333,-1
LN1486,345.1237972,18.15863333,-1
LN1483,294.2172715,18.15863333,-1
LN1482,342.227204,18.15863333,-1
LN1481,342.2299604,18.15863333,-1
LN1490,361.2012569,18.20441667,-1
LN1488,275.2023099,18.20441667,-1
LN1493,169.8698918,18.25016667,-1
LN1496,617.3990261,18.25016667,-1
LN1491,325.1849849,18.25016667,-1
LN1492,331.2133315,18.25016667,-1
LN1497,294.2156286,18.29605,-1
LN1498,379.1552013,18.29605,-1
LN1506,355.2089289,18.34171667,-1
LN1502,481.2523075,18.34171667,-1
LN1503,353.2096381,18.34171667,-1
LN1505,441.1222986,18.34171667,-1
LN1501,279.1636847,18.34171667,-1
LN1500,309.1737702,18.34171667,-1
LN1499,311.1688022,18.34171667,-1
LN1510,265.146908,18.38748333,-1
LN1508,86.00850693,18.38748333,-1
LN1512,339.2007914,18.43325,-1
LN1514,379.1597875,18.43325,-1
LN1522,249.148386,18.47913333,-1
LN1520,291.1963708,18.47913333,-1
LN1519,386.2540767,18.47913333,-1
LN1524,309.1771507,18.5248,-1
LN1528,313.1686502,18.57058333,-1
LN1530,279.1622883,18.57058333,-1
LN1527,339.201495,18.57058333,-1
LN1526,383.2228545,18.57058333,-1
LN1535,355.1988306,18.61636667,-1
LN1534,386.2513338,18.61636667,-1
LN1531,234.1865703,18.61636667,-1
LN1539,358.2249175,18.7079,-1
LN1537,311.1698942,18.7079,-1
LN1544,169.869267,18.75366667,-1
LN1548,356.2442093,18.79943333,-1
LN1547,398.2308536,18.79943333,-1
LN1549,481.2163544,18.79943333,-1
LN1546,398.2272604,18.79943333,-1
LN1555,410.2191544,18.8453,-1
LN1553,353.2019764,18.8453,-1
LN1551,295.2278723,18.8453,-1
LN1565,372.2400994,18.98251667,-1
LN1563,485.2727802,18.98251667,-1
LN1569,328.2127388,19.0284,-1
LN1568,199.1710665,19.0284,-1
LN1567,293.1795076,19.0284,-1
LN1576,325.1481714,19.07406667,-1
LN1573,421.2231034,19.07406667,-1
LN1574,315.2025509,19.07406667,-1
LN1572,314.1970423,19.07406667,-1
LN1571,325.1842269,19.07406667,-1
LN1581,325.1692574,19.11985,-1
LN1579,445.2385434,19.11985,-1
LN1578,445.2350702,19.11985,-1
LN1584,339.200468,19.16561667,-1
LN1590,297.2445452,19.21148333,-1
LN1588,306.1917294,19.21148333,-1
LN1589,169.8697156,19.21148333,-1
LN1587,234.1869851,19.21148333,-1
LN1594,293.1787105,19.25715,-1
LN1593,368.1828018,19.25715,-1
LN1592,305.1866461,19.25715,-1
LN1597,102.0102999,19.30293333,-1
LN1599,262.1800504,19.3487,-1
LN1603,311.1683483,19.39458333,-1
LN1604,342.2278867,19.44025,-1
LN1606,409.311034,19.44025,-1
LN1609,382.1875306,19.48601667,-1
LN1610,423.3256761,19.48601667,-1
LN1607,314.1982262,19.48601667,-1
LN1617,544.7370721,19.53178333,-1
LN1611,339.200811,19.53178333,-1
LN1614,540.7417261,19.53178333,-1
LN1612,542.7360859,19.53178333,-1
LN1624,367.2659605,19.62333333,-1
LN1623,314.1991997,19.62333333,-1
LN1622,479.3318821,19.62333333,-1
LN1625,479.3386028,19.6691,-1
LN1626,169.8690794,19.6691,-1
LN1629,284.2246147,19.76075,-1
LN1630,277.1461628,19.76075,-1
LN1634,265.1471589,19.80643333,-1
LN1635,184.9296469,19.80643333,-1
LN1632,409.313256,19.80643333,-1
LN1643,273.1494714,19.8522,-1
LN1641,305.1894772,19.8522,-1
LN1642,293.1778313,19.8522,-1
LN1638,234.1882735,19.8522,-1
LN1637,339.1997033,19.8522,-1
LN1644,229.1597297,19.89796667,-1
LN1650,259.1823246,19.94383333,-1
LN1651,538.3409159,19.94383333,-1
LN1649,537.3358952,19.94383333,-1
LN1648,199.1708633,19.94383333,-1
LN1647,257.175561,19.94383333,-1
LN1655,321.2211277,19.98951667,-1
LN1654,342.1552922,19.98951667,-1
LN1657,393.1505265,19.98951667,-1
LN1658,329.1281342,19.98951667,-1
LN1653,325.1631502,19.98951667,-1
LN1662,253.1454986,20.03528333,-1
LN1660,314.2000758,20.03528333,-1
LN1659,150.9988907,20.03528333,-1
LN1664,169.8698748,20.08105,-1
LN1663,205.1604402,20.08105,-1
LN1671,436.067161,20.12693333,-1
LN1670,401.0969068,20.12693333,-1
LN1668,297.1871013,20.12693333,-1
LN1667,149.0980508,20.12693333,-1
LN1666,311.2015996,20.12693333,-1
LN1673,169.8697936,20.1726,-1
LN1672,314.1998136,20.1726,-1
LN1676,358.2760807,20.21838333,-1
LN1675,250.1452342,20.21838333,-1
LN1679,276.1615725,20.26413333,-1
LN1681,325.185964,20.31003333,-1
LN1682,169.870374,20.35568333,-1
LN1692,234.1865732,20.44721667,-1
LN1690,304.230085,20.44721667,-1
LN1689,325.2172203,20.44721667,-1
LN1695,321.21103,20.4931,-1
LN1694,387.1584043,20.4931,-1
LN1693,356.1896752,20.4931,-1
LN1696,410.3136781,20.53876667,-1
LN1700,447.2563243,20.63031667,-1
LN1697,473.2803272,20.63031667,-1
LN1698,447.2477349,20.63031667,-1
LN1703,279.2317451,20.67618333,-1
LN1702,169.8692119,20.67618333,-1
LN1701,447.2515614,20.67618333,-1
LN1705,314.1971819,20.72186667,-1
LN1704,85.00281275,20.72186667,-1
LN1707,311.2035764,20.76763333,-1
LN1710,169.8701851,20.81341667,-1
LN1713,339.2033737,20.85928333,-1
LN1717,339.2002367,20.90495,-1
LN1720,234.1882655,20.95071667,-1
LN1723,425.2676713,21.04236667,-1
LN1724,311.2034553,21.04236667,-1
LN1722,356.1871648,21.04236667,-1
LN1727,312.2077846,21.13381667,-1
LN1728,169.869773,21.13381667,-1
LN1732,234.1884931,21.22545,-1
LN1730,193.0880743,21.22545,-1
LN1734,353.250242,21.31691667,-1
LN1737,667.0540322,21.40855,-1
LN1736,257.17866,21.40855,-1
LN1738,325.1869114,21.45435,-1
LN1742,395.2234537,21.5,-1
LN1744,339.2360768,21.54575,-1
LN1743,339.2339845,21.54575,-1
LN1749,339.2020115,21.59163333,-1
LN1746,85.00356566,21.59163333,-1
LN1748,234.1877057,21.59163333,-1
LN1750,311.202951,21.6373,-1
LN1765,473.3036029,21.91193333,-1
LN1764,473.3015694,21.91193333,-1
LN1763,354.2534791,21.91193333,-1
LN1762,205.1604862,21.91193333,-1
LN1761,369.2689347,21.91193333,-1
LN1760,353.2488856,21.91193333,-1
LN1759,367.2636325,21.91193333,-1
LN1768,327.2911895,22.04926667,-1
LN1769,381.2792314,22.09501667,-1
LN1772,487.3196078,22.1409,-1
LN1771,367.2469973,22.1409,-1
LN1776,369.2739035,22.23233333,-1
LN1774,398.2314058,22.23233333,-1
LN1777,435.3239181,22.2781,-1
LN1781,403.2638834,22.41543333,-1
LN1782,353.2478103,22.4612,-1
LN1787,250.1478191,22.59851667,-1
LN1786,193.0894786,22.59851667,-1
LN1791,311.2045225,22.73583333,-1
LN1793,353.2502422,22.78161667,-1
LN1797,423.3430272,22.8274,-1
LN1796,205.1608294,22.8274,-1
LN1795,425.3309105,22.8274,-1
LN1794,423.3258635,22.8274,-1
LN1801,450.2470971,22.87325,-1
LN1800,423.3091875,22.87325,-1
LN1799,415.341479,22.87325,-1
LN1798,414.3389082,22.87325,-1
LN1802,85.00615912,22.91876667,-1
LN1803,437.3408831,22.96455,-1
LN1804,438.3448451,23.01031667,-1
LN1807,149.9898644,23.10185,-1
LN1806,529.365059,23.10185,-1
LN1808,515.3498291,23.14763333,-1
LN1812,543.3777557,23.23928333,-1
LN1813,435.2530785,23.23928333,-1
LN1811,424.3304581,23.23928333,-1
LN1815,424.3250139,23.33073333,-1
LN1816,459.3225028,23.33073333,-1
LN1814,367.2666636,23.33073333,-1
LN1821,409.2943884,23.46803333,-1
LN1822,409.3251072,23.46803333,-1
LN1819,411.3159286,23.46803333,-1
LN1818,409.3103936,23.46803333,-1
LN1824,311.2031761,23.5138,-1
LN1823,423.3302672,23.5138,-1
LN1825,115.9215378,23.60545,-1
LN1827,150.0019684,23.65111667,-1
LN1828,505.327653,23.69688333,-1
LN1829,253.1440692,23.74265,-1
LN1831,459.324313,23.78853333,-1
LN1833,253.1437526,23.83421667,-1
LN1838,585.4256239,24.15471667,-1
LN1840,84.00996902,24.24615,-1
LN1841,571.4083803,24.3378,-1
LN1845,316.9485456,24.56655,-1
LN1847,423.3307936,24.74963333,-1
LN1851,149.9916752,25.02426667,-1
LN1854,253.1439022,25.11581667,-1
LN1855,116.9297039,25.2989,-1
LN1857,116.9289882,25.34471667,-1
LN1864,149.9884935,25.61941667,-1
LN1866,136.8927297,25.84818333,-1
LN1867,600.4938461,25.84818333,-1
LN1870,136.8934853,25.93971667,-1
LN1873,367.2635048,26.07703333,-1
LN1871,423.328871,26.07703333,-1
LN1875,136.8932846,26.1228,-1
LN1878,409.3147932,26.1228,-1
LN1874,423.3287006,26.1228,-1
LN1881,316.9508339,26.16868333,-1
LN1880,409.3131716,26.16868333,-1
LN1882,423.3257076,26.26011667,-1
LN1885,423.3227864,26.39743333,-1
LN1887,316.9504803,26.58053333,-1
LN1889,136.8932298,26.67206667,-1
LN1891,316.9474607,26.76361667,-1
LN1890,311.2048189,26.76361667,-1
LN1893,409.3109915,26.90103333,-1
LN1894,423.3261426,26.9467,-1
LN1898,311.2035572,27.12978333,-1
LN1899,149.9997104,27.17556667,-1
LN1900,316.9484041,27.22133333,-1
LN1901,423.3257935,27.26721667,-1
LN1907,114.9371239,27.31286667,-1
LN1906,423.323217,27.31286667,-1
LN1911,409.3100331,27.63338333,-1
LN1914,116.9221863,27.7706,-1
LN1919,423.3255822,28.04523333,-1
LN1921,424.3310932,28.09101667,-1
LN1930,101.9347231,28.45718333,-1
LN1936,316.9506115,28.54883333,-1
LN1933,424.3284456,28.54883333,-1
LN1941,137.8929965,28.73191667,-1
LN1940,149.9901755,28.73191667,-1
LN1942,316.9483247,28.73191667,-1
LN1939,423.3289185,28.73191667,-1
LN1947,384.9341369,28.77758333,-1
LN1945,368.2705167,28.77758333,-1
LN1943,423.3243647,28.77758333,-1
LN1944,423.3260935,28.77758333,-1
LN1953,424.3277364,29.00645,-1
LN1954,311.203573,29.05221667,-1
LN1962,423.3288775,29.37263333,-1
LN1968,117.9295042,29.60148333,-1
LN1967,423.3239316,29.60148333,-1
LN1969,101.9343303,29.64736667,-1
